callsign,route
SAS95K  ,EKCH_LFPG
EZY8091 ,EGKK_LEPA
EJU76ZU ,EHAM_EKCH
GBUIJ   ,EGKR_EGKR
THY1TM  ,OMDB_LTFM
AEA16YR ,LEBL_LEPA
AEE104  ,LGAV_LGTS
FHY1452 ,EDDK_LTAI
ITY2037 ,LIML_LIRF
NOZ345  ,ENBO_ENGM
VLG3730 ,LEBL_LEMH
EJU97AF ,EKCH_LFPG
VLG3GN  ,LFPO_LIRF
BAW714T ,EGLL_LSZH
KLM993  ,EHAM_EGLC
GDUVL   ,EGLM_EGLM
AFR99UA ,LEMD_LFPG
FHY1366 ,EDDK_LTAI
OKOKE   ,LKLT_LKLT
TRA5139 ,EHAM_LEBL
EZY93XM ,LTAI_EGKK
SWR2GB  ,LSZH_LEPA
FIN5RG  ,EFHK_EETN
FGOVX   ,LFQO_LFQO
SYS138  ,EGOS_EGOS
SEH1LC  ,LGAV_LCLK
AEE3SW  ,LGAV_LGTS
DLH9FM  ,EDDM_EDDH
GSW1EP  ,LSZH_LEPA
EJU18CQ ,LFMN_LFPO
KLM23V  ,EHAM_ESSA
EJU82DQ ,LFBD_LFBD
WFL3504 ,LEMD_LEMD
SWR1EX  ,LSZH_LEPA
WIF23B  ,ENVA_ENBO
RYR25FW ,LEMD_LEPA
EJU52DV ,LIMC_LEBL
SXS5AK  ,EGKK_LTAI
FHY1588 ,EGKK_LTAI
VLG4NX  ,EHAM_LEMG
FJLDH   ,LFPZ_LFPZ
BAW780F ,EGLL_ESSA
AFR1555 ,DAAG_LFPG
URO660  ,EGHH_EGHH
FPO653  ,LFPG_DAAG
EZY91YR ,EGCC_LEPA
SCQZ3M  ,ENGK_ENGK
SHT7A   ,EGPF_EGLL
WIF2R   ,ENVA_ENBO
CFG9VZ  ,LEPA_EDDH
KLM50X  ,LSGG_EHAM
SWR6MZ  ,EDDB_LSZH
EJU89AL ,EGKK_LEPA
CFG2EC  ,EDDK_LEPA
PGT22YY ,LTFJ_LTCG
GAYEF   ,EGCB_EGCB
EZY67GC ,EHAM_EGCC
SXS7MN  ,EDDM_LTAI
SXS1EQ  ,EDDM_LTAI
EJU4853 ,LFPO_LFMN
PGT9GR  ,LTAI_LTFJ
EZY65GJ ,EGCC_LTAI
EXS22G  ,LEAL_EGCC
SAS85G  ,ENGM_ENZV
ABR2LS  ,LFPG_LFBO
FHY1504 ,EGKK_LTAI
THY2JB  ,LTFM_LTAI
IBE30WW ,LEMD_LPPR
IBE30PR ,LEMD_LEBL
RYR1299 ,LGAV_LIRF
AFR86HE ,LFPO_LFMN
MDF032  ,LGAV_LGTS
GXITE   ,EGBJ_EGBJ
SABIO03 ,LPBJ_LPBJ
FBY84C  ,LEBG_LEBG
ANE8519 ,LEIB_LEPA
TAY6CA  ,LGAV_LCLK
EZY8538 ,LPFR_EGKK
DLH4AW  ,EDDF_EDDH
TVF47TT ,LFPO_LPPR
FIN5PD  ,EFHK_EETN
KLM23A  ,EHAM_ESSA
CFG1DK  ,EDDL_LEPA
AFR49ZZ ,EKCH_LFPG
OCN46R  ,EDDF_LEPA
FYG24V  ,LEPA_EDDF
DLH5E   ,EDDH_EDDM
EXS8FW  ,EGCC_LEPA
UAE58Y  ,OMDB_LTFM
NSZ8WM  ,EKCH_EKYT
IBS3776 ,LEMD_LEMD
NSZ3539 ,EHAM_EKCH
RTG5547 ,ENGM_ENVA
RVP205  ,LPSO_LPSO
TAP1926 ,LPPT_LPPR
ETP89   ,EGDM_EGDM
EJU13HF ,LPPT_LPMA
BCS6731 ,EHAM_EGLL
NOZ526  ,ENGM_ENZV
TKJ7JX  ,LTFJ_LTCG
DLH02Y  ,EDDM_LFPG
KLM896  ,EHAM_EHAM
VLG8DV  ,LEBL_LEMH
PHIIX   ,EHLE_EHLE
PGT15QB ,LTAI_LTFJ
OKPEL   ,LKHK_LKHK
TKJ4DJ  ,LCEN_LTFJ
AEA6037 ,LEBL_LEPA
SAS336  ,ENGM_ENVA
DEXAI   ,EDFE_EDFE
SRD187  ,EGDX_EGDX
EZS67AJ ,LSGG_LFMN
WZZ187  ,LGAV_LCLK
HBPMP   ,LSGL_LSGL
EIN1LM  ,EIDW_EGLL
RYR576B ,LEMD_LEMD
V00596  ,EDVM_EDVM
MDI08T  ,EGNV_EGNV
AEE136  ,LGAV_LGTS
EZY8210 ,LIRF_EGKK
SPTUG   ,EPRJ_EPRJ
OCN4H   ,LEPA_EDDF
KLM77D  ,EHAM_ESSA
FIN1YR  ,EFHK_EETN
GPLAN   ,EGTB_EGTB
PGT2    ,LTFJ_LTAI
CES709  ,LFPG_LEMD
SWR3PH  ,LSZH_LSZH
WUK2EM  ,EGKK_LTAI
FDB756  ,LTFM_OMDB
FHY1371 ,LTAI_EDDK
SWR2YA  ,LSGG_LSZH
EFW88X  ,EGKK_LEMG
CFG4HM  ,EDDL_LEPA
FYS41AL ,LECU_LECU
SEH2HG  ,LGAV_LGTS
EMU7    ,EGYD_EGYD
NOZ8EQ  ,ESSA_ENGM
VLG8371 ,LEMG_EHAM
CFG3DL  ,LEPA_EDDH
VLG3711 ,LEMH_LEBL
RYR2179 ,LIMC_LICZ
TKJ7NS  ,LTAI_LTFJ
EAI37RG ,EGPH_EIDW
AAL134P ,KLAX_EGLL
EWG8595 ,LEPA_EDDB
FBY16D  ,LEBG_LEBG
EJU56QN ,LEPA_EDDB
AFR1455 ,DAAG_LFPG
BRU783  ,LTFM_LTFM
AEE6TY  ,LGAV_LGTS
OEVDI   ,LOAN_LOAN
RYR5GR  ,EGCC_LEPA
NHZ22   ,EGNH_EGNH
SAS58A  ,ENVA_ENBR
TVF7611 ,LPPR_LFPO
IBS3626 ,LEMD_LEMD
EZS28QZ ,LSGG_LFMN
FHTLI   ,LFCL_LFCL
OOPCC   ,EBSP_EBSP
SAS257  ,ENGM_ENBR
SWR2ZY  ,LSZH_LEPA
MSA79F  ,LIRF_LICZ
RVP212  ,LPSO_LPSO
DTH3001 ,LFPG_DAAG
AUA230  ,EDDB_LOWW
OCN3NF  ,EDDM_LEPA
IBE3109 ,LPPT_LEMD
SWR6MW  ,EDDB_LSZH
KLM25Y  ,EHAM_EGLC
CAI2NA  ,LTAI_EDDL
EWG77GW ,EDDS_LEPA
IBS39UW ,LEMD_LEMD
SAS54B  ,ENGM_ENVA
SVA275  ,OMDB_LTFM
RYR7ED  ,LIMC_LICZ
EIN58P  ,LEMG_EIDW
ORO1042 ,LEIB_LEBL
SAS532  ,EGLL_ESSA
DLH82W  ,EDDF_LEPA
IBE31SP ,LEMD_EGLL
CAZ103  ,LEMG_EHAM
FIN4LB  ,EFHK_EETN
EJU8532 ,LPFR_EGKK
DTH3003 ,LFPG_DAAG
NSZ3637 ,LFPG_EKCH
PGT7XF  ,LTFJ_LTAI
SAS341  ,ENVA_ENGM
FDX36   ,EDDF_LFPG
SAS4196 ,ENBR_ENVA
KLM995  ,EHAM_EGLC
CFE19F  ,EHAM_EGLC
PGT2264 ,LTFJ_LTFE
VJT467  ,EHAM_LFMN
CFG4DE  ,EDDH_LEPA
THY2NT  ,OMDB_LTFM
GHITD   ,EGTR_EGTR
TOM8DA  ,LEPA_EGKK
SHT7U   ,EGPF_EGLL
TRA5960 ,LPPT_EHAM
AUA2BE  ,EDDB_LOWW
SWR9TG  ,LSZH_LSGG
EWG82UB ,LSZH_LEPA
BAW3FP  ,EGLL_LFPG
EZY57PJ ,EGCC_EHAM
SRR6645 ,LPPT_LPPR
WIF703  ,ENBO_ENVA
TKJ1NV  ,LTCG_LTFJ
SAS351  ,ENVA_ENGM
EZY56KC ,EGCC_LEMG
EWG6HA  ,EDDH_LEPA
TRA1G   ,LEMG_EHAM
IBE6832 ,LEMD_LEMD
BAW778F ,EGLL_ESSA
TAH1103 ,LTAI_EDDK
SAS847  ,ESSA_ENGM
DHHAL   ,EDKB_EDKB
AFR31AM ,LEMD_LFPG
KAC106  ,EGLL_LSGG
TUI9LA  ,LEPA_EDDS
BAW4GS  ,EGLL_LEBL
OEFSE   ,LOWS_LOWS
VYT88   ,EGOV_EGOV
CFG6CE  ,LEPA_EDDL
VLG3PG  ,EHAM_LEMG
EJU34DB ,EGCC_LEMG
VLG8FC  ,LEBL_LEMG
RYR8968 ,LEBL_LEMH
RYR75SN ,EGKK_EIDW
IBE31ZZ ,LEMD_EGLL
THY5HK  ,OMDB_LTFM
ITY1774 ,LICJ_LIRF
VLG8470 ,LEAL_EGKK
EWG36N  ,LOWG_LOWG
AFR53SM ,EKCH_LFPG
QAF3    ,KLAX_EGLL
THY141  ,LTFM_LTFM
IBE30KE ,LEMD_LEBL
VLG5HY  ,LEBL_LEMD
SXS6E   ,LSZH_LSZH
BAW781C ,ESSA_EGLL
VLG6FZ  ,LEMH_LEBL
CFG3MV  ,LEPA_EDDL
THY2ZY  ,LTFM_LTFM
EZY15MP ,LEBL_EGKK
RYR83DQ ,EGKK_EIDW
NJE401E ,EHAM_ESSA
TKJ8QZ  ,LTFJ_LTAI
CFG5LY  ,LEPA_EDDF
SHT8L   ,EGLL_EGPH
FYS20AK ,LECU_LECU
SWT7775 ,LEPA_LEIB
SYS64   ,EGOS_EGOS
THY4KB  ,LTFM_LTAI
THY60Q  ,EDDF_LTFM
CAI9059 ,LTAI_EDDK
XRO1034 ,EHAM_LFMN
EZY67HA ,LTAI_EGKK
SWR3KX  ,LEPA_LSZH
SAS1421 ,ESSA_EKCH
QTR703  ,LFPG_KJFK
RYR2495 ,LEBL_LEPA
NJE366B ,LEPA_EDDB
FBY980S ,LEBG_LEBG
FDB74U  ,OMDB_LTFM
DETTK   ,EDKB_EDKB
NOZ57W  ,ENVA_ENGM
GOPUP   ,EGLM_EGLM
EWG54D  ,LEPA_EDDH
IBE31ZA ,LEMD_EGLL
AFR7540 ,LFPO_DAAG
EWG2588 ,EDDS_LEPA
SWR5129 ,EHAM_LSZH
WMT8465 ,LIRF_EGKK
TKJ3ZH  ,LTCG_LTFJ
AAL9601 ,KJFK_EGLL
PGT94RD ,LTAI_LTFJ
TVF508C ,LPPR_LFPO
RYR23DG ,LPFR_EIDW
EAX1JS  ,LELL_LELL
GWI1TA  ,EDDM_EDDL
RZO513  ,LFPG_KJFK
FBY37A  ,LEBG_LEBG
VLG2QX  ,LSZH_LEPA
DLH2LX  ,EDDM_EDDH
TKJ5SY  ,LTFJ_LTCG
PGT5AR  ,EDDM_LTAI
EIN58K  ,LEMG_EIDW
CFG9LD  ,LEPA_EDDF
OKBBA   ,LKHK_LKHK
BNO92J  ,ENVA_ENGM
PGT55UP ,LTFJ_LTAI
AUA2TU  ,EDDB_LOWW
ANE57QH ,LEIB_LEPA
RYR3ZW  ,LPFR_EIDW
SWR3ZK  ,LSZH_LSGG
AEE90C  ,LGAV_LCLK
EZY8092 ,LEPA_EGKK
DUB8    ,EGSS_EIDW
EWG39A  ,EDDS_LEPA
KLM1225 ,EHAM_ESSA
BAW262  ,EGLL_EGLL
TKJ5NF  ,LTCG_LTFJ
NOZ66Y  ,ENGM_ENVA
PHAVB   ,EHTE_EHTE
SEH3LC  ,LGAV_LCLK
SAS462  ,EKCH_ENGM
THY8RZ  ,LTFM_LTFM
DTH3002 ,DAAG_LFPG
TOM3GX  ,LPFR_EGKK
RVP108  ,LPSO_LPSO
CND428  ,EHAM_EHAM
EJU7940 ,EKCH_EHAM
PGT1TW  ,LTFJ_LTCG
THY5DT  ,LTFM_LTAI
JOKER57 ,ETHN_ETHN
THY2471 ,LTFM_LTFM
SYS95   ,EGOS_EGOS
DEFCZ   ,EDKB_EDKB
IBE31TM ,EGLL_LEMD
RYR8137 ,LEIB_LEBL
TRA1446 ,EHAM_EHAM
TRA1903 ,EHAM_EHAM
IBE6586 ,SKBO_LEMD
CFG6PK  ,LEPA_EDDF
IBE6589 ,LEMD_SKBO
FIN5Y   ,EFHK_EETN
SWT5RS  ,LFPG_LFML
FPHON   ,LFRE_LFRE
AUA3TG  ,EDDB_LOWW
IBS3944 ,LEMD_LEMD
UAE118  ,LTFM_OMDB
THY4QJ  ,EDDF_LTFM
EJU98RK ,LFMN_EHAM
ABEL3   ,LFBD_LFBD
THY3GA  ,LTFM_LTAI
NOZ342  ,ENGM_ENBO
HBMGB   ,LSZR_LSZR
THY8CB  ,EDDF_LTFM
NSZ2FU  ,EFHK_ESSA
AIC128  ,EGLL_KJFK
SAS51N  ,EGLL_ESSA
TAY9IX  ,LFPG_EKCH
OEFEE   ,LIRU_LIRU
RYR931K ,EGKK_EIDW
EWG8MM  ,EDDS_LEPA
CFG8LD  ,EDDL_LEPA
KLM68N  ,LFMN_EHAM
EAX2LS  ,LELL_LELL
SAS4172 ,ENZV_ENBR
FHY1404 ,EDDK_LTAI
EJU9040 ,LEBL_LIMC
KLM977  ,EHAM_EGLC
WZZ6315 ,LIMC_LEBL
VLG3715 ,LEMH_LEBL
EZY9003 ,LEMG_EGKK
SWR8WK  ,LSGG_LSZH
PHKFV   ,EHGG_EHGG
AUA34F  ,EHAM_LOWW
RYR1TX  ,LEPA_EGCC
EFW2795 ,LTAI_EGKK
RVP302  ,LPSO_LPSO
THY2GD  ,LTAI_LTFM
PGT1927 ,LCEN_LTFJ
SAS9229 ,ENGM_EKCH
EZY36AG ,EGKK_LEAL
WIT24   ,EGXT_EGXT
VLG915R ,LIRF_EGKK
WRBOY1  ,EGYD_EGYD
GIPPS   ,EGHR_EGHR
RYR60WG ,EGKK_EIDW
RYR76TX ,EGKK_EIDW
CAO3136 ,LFPG_LEMD
RYR387  ,LPPT_LPMA
GEC8355 ,ESSA_EFHK
LFA206  ,EGTC_EGTC
GAVJJ   ,EGBJ_EGBJ
THY7EV  ,LTFM_LTFM
BAW3KG  ,EGLL_EHAM
IBS3933 ,LEMD_LEMD
GFFMV   ,EGNV_EGNV
GCRSR   ,EGLM_EGLM
SAS44K  ,ESSA_EFHK
BCS7750 ,LGAV_LGTS
BAW779C ,ESSA_EGLL
KAC118  ,KJFK_EGLL
PHGHZ   ,LFMN_EHAM
SYS22   ,EGOS_EGOS
GES401V ,LEMG_LEBL
FGBQI   ,LFPN_LFPN
CXI11FQ ,LEPA_EDDL
CFG6AF  ,EDDL_LEPA
PGT1921 ,LCEN_LTFJ
BAW783C ,ESSA_EGLL
KAL504  ,EGLL_LFPG
EWG23A  ,LEPA_EDDK
CFG2YX  ,LEPA_EDDH
VLG4UQ  ,LEMH_LEBL
DCAWR   ,EDDV_EDDV
GFM5X   ,LEMG_EIDW
FBY568S ,LEBG_LEBG
SAS9230 ,EKCH_ENGM
VLG4YT  ,LEBL_LIRF
NJE956L ,EDDK_LEPA
WIF12A  ,ENBO_ENVA
RYR3012 ,LEPA_LEMD
EJU34UK ,LPPT_LPMA
FHY1494 ,EDDK_LTAI
EZY2021 ,EGCC_LEPA
FBY21A  ,LEBG_LEBG
CYP313  ,LGAV_LCLK
OHHMQ   ,EFTP_EFTP
EWG87AF ,EDDS_LEPA
SWR979E ,EDDB_LSZH
SHT6J   ,EGLL_EGPF
THY3121 ,EDDM_LTAI
GOMAH   ,EGCB_EGCB
CFG2PL  ,LEPA_EDDL
CFG1MY  ,EDDL_LEPA
BUDDY41 ,LKPD_LKPD
THY5LB  ,LTFM_LTFM
CFG5HV  ,EDDF_LEPA
CFG5HC  ,EDDH_LEPA
AFR61SE ,LFPG_LFML
BCS13G  ,EDDF_EGLL
EWG3NB  ,EDDB_LOWW
NOZ803  ,ESSA_ENGM
EJU39NZ ,EDDB_LEPA
ANE32KL ,LEPA_LEIB
BUDDY51 ,LKPD_LKPD
CFG8KV  ,LEPA_EDDH
EWG6MX  ,EDDB_LSZH
GEGTB   ,EGTK_EGTK
EZY95NF ,EGKK_LEAL
THY6187 ,LTFM_LTFM
SWT7880 ,LEPA_LEIB
RYR4QA  ,LICJ_LIRF
QTR79B  ,LFPG_EDDF
WIF6EF  ,ENZV_ENBR
BRU785  ,LTAI_LTFM
EJU53MB ,LEPA_EDDB
EWG5N   ,LEPA_EDDB
THY24V  ,OMDB_LTFM
BAW49TA ,LEBL_EGLL
CFG9FE  ,LEPA_EDDM
SAS1221 ,EKCH_EKYT
KLM26H  ,LFMN_EHAM
THY48L  ,LTFM_LTFM
FDX5202 ,EGSS_EIDW
AEA62SG ,LEMD_LIMC
EWG7HP  ,LEPA_EDDH
FBY981S ,LEBG_LEBG
AFR7638 ,LFPO_DAAG
EJU36KR ,LEMG_EHAM
OKDUD24 ,LKHK_LKHK
NOZ58U  ,ENGM_EHAM
WIF4ET  ,ENBO_ENVA
HBQZR   ,LSZV_LSZV
EIN93T  ,LPFR_EIDW
SAS38M  ,EGLL_ESSA
RYR1AB  ,EIDW_EGCC
EJU96PJ ,LFPO_LIRF
EJU8538 ,LPFR_EGKK
CFG5KA  ,LEPA_EDDF
VLG3525 ,LEIB_LEBL
SEH650  ,LGAV_LGTS
NSZ6MP  ,EKCH_EKYT
THY3DY  ,LTAI_LTFM
SFG55B  ,LEMG_LEBL
EIN585  ,LEMG_EIDW
SAS528  ,EGLL_ESSA
OOKYM   ,EBZH_EBZH
VLG6024 ,EGKK_LEAL
GHMCE   ,EGWN_EGWN
GWI1KJ  ,EDDM_EDDL
CFG7PC  ,EDDF_LEPA
EDW245Z ,LEPA_LSZH
VJT426  ,EHAM_LFMN
EWG64R  ,EDDB_LSZH
EZY84EP ,LIRF_EGKK
NOZ88A  ,ENGM_ENVA
FSM412  ,LECU_LECU
EAX6FS  ,LELL_LELL
ITY1778 ,LICJ_LIRF
TOM30X  ,LEAL_EGCC
BAW786F ,EGLL_ESSA
TKJ4HE  ,LTFJ_LTAI
CFG1KV  ,LEPA_EDDH
SWR6TP  ,LSZH_EHAM
CFG8MV  ,LEPA_EDDH
TOM5BT  ,LEMG_EGKK
BADAK10 ,LPBJ_LPBJ
SWR30M  ,EDDB_LSZH
CFE6CP  ,EHAM_EGLC
CFG4FA  ,LEPA_EDDM
CAI2QC  ,EDDL_LTAI
TAP93L  ,LPPT_LPMA
CFG6VM  ,LEPA_EDDL
NJE417C ,LFMN_EHAM
VLG54SN ,LFPO_LIRF
CFG2ZX  ,EDDL_LEPA
FYS18KS ,LECU_LECU
SAS705  ,EFHK_ESSA
WMT506  ,LIRF_EGKK
AEE91C  ,LGAV_LCLK
DHX713  ,LTFM_OMDB
KLM878  ,EHAM_EHAM
CFG3WZ  ,EDDK_LEPA
RYR18YZ ,EGCC_EIDW
N622RC  ,EGBJ_EGBJ
EFW2794 ,EGKK_LTAI
ANE21KP ,LEIB_LEPA
AEE908  ,LGAV_LCLK
AUA2JA  ,EDDB_LOWW
GRAFG   ,EGUB_EGUB
CFG6YZ  ,LEPA_EDDM
EZY75KM ,EGCC_LEMG
IBE30AL ,LEBL_LEMD
CFG7VC  ,LEPA_EDDK
AEE4016 ,LGAV_LFPG
SWR2TZ  ,LSZH_LEPA
CFG2AE  ,EDDH_LEPA
EZY16ER ,EGKK_LEPA
PGT21A  ,LTAI_EDDL
EXS23ML ,LEPA_EGCC
TKJ6WA  ,LCEN_LTFJ
EZY9005 ,EGKK_LIRF
CFG7DW  ,LEPA_EDDF
IBE3165 ,EGLL_LEMD
SWR96B  ,LSZH_LSGG
EWG2NY  ,LOWW_EDDB
VLG9LC  ,LEMH_LEBL
OEGTS   ,LOWS_LOWS
SAS362  ,ENGM_ENVA
VLG3505 ,LEIB_LEBL
PGT1913 ,LCEN_LTFJ
SAS72C  ,EHAM_ESSA
PGC36Z  ,LSGG_EHAM
THY73U  ,LTFM_LTFM
SYS30   ,EGOS_EGOS
SWR4TH  ,LSZH_LSGG
EZY47EK ,LPFR_EGKK
TVF93TP ,LFPO_LPPR
RYR143  ,EGKK_EIDW
KLM24E  ,LFMN_EHAM
FHY1372 ,EDDK_LTAI
IBS3828 ,LEMD_LEMD
VLG4QW  ,LEMH_LEBL
CFG5FL  ,LEPA_EDDH
EWG15UW ,EDDS_LEPA
EJU19KA ,EHAM_LFMN
EZY45NU ,EGKK_LEBL
NOZ550  ,ENGM_ENZV
GBNNO   ,EGSH_EGSH
EXS13C  ,EGCC_LEPA
NOS8093 ,LIRF_LICZ
AOJ69Y  ,EGSS_EIDW
TOM8HN  ,EGKK_LEPA
RYR822  ,EGPH_EIDW
NJE637E ,LEMG_EIDW
THY9GL  ,LTFM_LTFM
PGT3KZ  ,LTFJ_LTAI
SPVIP   ,EPWS_EPWS
RYR6882 ,LEMH_LEBL
ECMZH   ,LELL_LELL
SAS534  ,EGLL_ESSA
YZR7413 ,EHAM_EHAM
TFL4YE  ,EHAM_EHAM
SAS53E  ,ENZV_ENGM
VLG202P ,LEBL_EHAM
ITY1712 ,LICZ_LIRF
CND254P ,EHAM_LPPT
NOS8001 ,LIRF_LICZ
CAI9062 ,EDDL_LTAI
IBS3826 ,LEMD_LEMD
CFG1TP  ,EDDH_LEPA
RYR230D ,LEBL_LEMG
IBS38UF ,LEMD_LEMD
EWG8592 ,EDDB_LEPA
PGT47UF ,LTCG_LTFJ
WMT6XZ  ,LFPO_LIRF
IBS39KT ,LEMD_LEMD
RYR583D ,LICZ_LIRF
SAS375  ,ENVA_ENGM
EJU32YD ,EGKK_LEMG
CWL13   ,EGYD_EGYD
MSA95F  ,LIRF_LICZ
ANE75SM ,LEPA_LEIB
TKJ9QV  ,LTAI_LTFJ
CFG3LK  ,EDDL_LEPA
VLG9SC  ,LEMG_LEBL
BAW9278 ,EDDM_EGLL
CFG3ZW  ,LEPA_EDDM
CAI9060 ,EDDK_LTAI
ANE19PQ ,LEIB_LEPA
CFG8XD  ,EDDL_LEPA
THY6011 ,LTFM_LTFM
N9593B  ,EDKB_EDKB
CFG2MW  ,LEPA_EDDF
SAS711  ,EFHK_ESSA
LION51  ,LOWS_LOWS
SIA322  ,WSSS_EGLL
CFE584  ,EGLC_EHAM
DCAWK   ,EDDM_EHAM
CFE88C  ,EHAM_EGLC
EZY18HW ,LEPA_EGCC
NOZ9WB  ,ENVA_ENBR
HBQUK   ,LSZV_LSZV
SPMIB   ,EPBC_EPBC
DMPWZ   ,EDTG_EDTG
SWT7770 ,LEIB_LEPA
PGT3YH  ,LTFJ_LTAI
OEDDI   ,LIRU_LIRU
IBS3829 ,LEMD_LEMD
CFG4MF  ,LEPA_EDDF
EWG5EW  ,EDDB_LEPA
VJH738  ,EHAM_LSZH
VJA552  ,LFMN_EHAM
THY9LG  ,LTFM_OMDB
EJU52VU ,LFPO_LIRF
IBE31BB ,EGLL_LEMD
DLH2TV  ,EDDH_EDDF
BCS209  ,LFPG_EDDF
KLM56G  ,ENGM_EHAM
GOZJX   ,EGGP_EGGP
EZY19FH ,EGKK_LEAL
AEE4K   ,LGAV_LGTS
PGT74HF ,LTFJ_LTAI
CFG1TK  ,LEPA_EDDL
RYR8TC  ,LEMG_EIDW
RYR3KH  ,LICZ_LIRF
EWG8581 ,LEPA_EDDB
EJU79KH ,LIMC_LICZ
AUA238  ,EDDB_LOWW
ANE57FL ,LEPA_LEIB
CFG2AT  ,EDDL_LEPA
ANE15WT ,LEPA_LEIB
DCLIK   ,LSGG_EHAM
IGO018  ,LTFM_LTFM
SWR5200 ,LSZH_LSZH
FBY37Y  ,LEBG_LEBG
VLG8NW  ,EHAM_LEMG
CFG1848 ,EDDL_LEPA
PGT50PM ,LTCG_LTFJ
IBE33BH ,LIRF_LEMD
EJU38UZ ,LEBL_LIMC
TOM7GA  ,LEMG_EGKK
EJU9048 ,LEBL_EHAM
DHTTS   ,EDFE_EDFE
DAH1012 ,DAAG_LFPG
DAH1005 ,LFPO_DAAG
BAW922  ,EGKK_EIDW
SVW22CO ,EHAM_LFMN
FGYDD   ,LFQO_LFQO
KLM1206 ,ENGM_EHAM
NOZ825  ,ESSA_ENGM
CFG6YV  ,EDDL_LEPA
FBY963S ,LEBG_LEBG
SRN396  ,ENBO_ENGM
TRA584J ,LFMN_EHAM
BSO4JR  ,LELL_LELL
TAH3103 ,LTAI_EDDK
VJT440  ,EHAM_LSZH
TAY2IX  ,EKCH_LFPG
PTN999H ,LSZH_EHAM
BAW465M ,LEMD_EGLL
THY1160 ,EGKK_LTAI
EJU592R ,LIMC_LICZ
ITY1730 ,LICZ_LIRF
ITY1789 ,LIRF_LICJ
FHY1091 ,LTAI_EDDL
EZY6567 ,EGKK_LEMG
CFG8PT  ,LEPA_EDDF
OHLCH   ,EETN_EFHK
EWG8750 ,EDDB_LOWW
EJU14CG ,LEPA_EDDB
SAS702  ,ESSA_EFHK
ID246   ,EDTG_EDTG
AUA234B ,EDDB_LOWW
EJU74AD ,LFPG_EKCH
AFR7604 ,LFPO_DAAG
VLG4ZR  ,LEBL_LFPO
CFG2KL  ,LEPA_EDDF
ABLE02  ,EGLK_EGLK
AAR775  ,LOWW_EDDF
IBS3848 ,LEMD_LEMD
ANE52AR ,LEPA_LEIB
DKADC   ,EDWJ_EDWJ
CFG3AP  ,LEPA_EDDL
SEH7LC  ,LGAV_LCLK
BCS72E  ,LEMD_EHAM
RYR7510 ,LEMH_LEBL
GFA044  ,LTFM_OMDB
EZY63FA ,EGKK_LEAL
RYR85GQ ,LIRF_LICJ
KAC108  ,EGLL_EDDF
ITY1795 ,LIRF_LICJ
AFR76ZT ,LFMN_LFPO
SPAWE   ,EPBC_EPBC
TRA951M ,EHAM_LPPT
EWG7TJ  ,LEPA_EDDL
RYR9BR  ,LEMG_EIDW
THY3GM  ,LTFM_LTAI
GBNKI   ,EGWN_EGWN
GAC318H ,LSZH_LEPA
SYS63   ,EGOS_EGOS
ETI52V  ,ENZV_ENGM
DEEFP   ,EDMA_EDMA
BHL201A ,EGPD_EGPD
SAS60J  ,ESSA_EGLL
EZY62EZ ,LEAL_EGKK
HBSYG   ,LSMA_LSMA
RYR74RA ,LIRF_LICJ
AEZ141W ,LIRF_LICJ
EFD3T   ,LEPA_EDDL
PH4N9   ,EHSE_EHSE
EJU15YE ,LFPG_EKCH
EWG8593 ,LEPA_EDDB
PGT84D  ,LTAI_LTFJ
AFR84CR ,LEMD_LFPG
SWR4PQ  ,LSZH_LSGG
VJH724  ,LEPA_EDDM
OCN3PA  ,LEPA_EDDF
THY1DY  ,LTFM_LTFM
EJU3785 ,LIMC_LEBL
RYR9WH  ,LICZ_LIRF
BLADE13 ,LKPD_LKPD
FHY1383 ,LTAI_EDDK
EZY71AF ,EGKK_LIRF
IBS3767 ,LEMD_LEMD
EWG27ZJ ,LEPA_EDDB
NOZ522  ,ENGM_ENZV
EWG9CM  ,EDDL_LEPA
JPV148  ,LEPA_LSZH
GHAYZ   ,EGHR_EGHR
EJU34NL ,EGCC_LEPA
FBY27Y  ,LEBG_LEBG
DMEDP   ,EDLT_EDLT
SAS1558 ,EHAM_ESSA
PGT28NN ,LTCG_LTFJ
THY4FE  ,LTFM_LTFM
MOCHO05 ,LPBJ_LPBJ
CFG6DV  ,LEPA_EDDS
KLM1515 ,EHAM_LEBL
CTM1306 ,EIDW_EHAM
ITY1767 ,LIRF_LICJ
PGT1931 ,LCEN_LTFJ
D5864   ,EDNY_EDNY
ITY8007 ,LIML_LIRF
KLM23H  ,LFMN_EHAM
CFG7EX  ,LEPA_EDDM
RYR3VH  ,LICJ_LIRF
SEH3HG  ,LGAV_LGTS
SEH6HG  ,LGAV_LGTS
EJU64FU ,EHAM_LEMG
RYR4929 ,LIRF_LICZ
KLM1548 ,LEMG_EHAM
THY8YC  ,LTFM_LTFM
ANE8710 ,LEMD_EDDF
SVA266  ,LTFM_OMDB
TRA3T   ,EHAM_LEMG
CFG9TC  ,EDDH_LEPA
LEADER10,EHLE_EHLE
EZY24EV ,LEMG_EGKK
EZY43NP ,EGKK_LPFR
OCN6WR  ,EDDM_LEPA
PGT5972 ,EDDM_LTAI
SAS56M  ,ENZV_ENGM
DMVJB   ,EDLM_EDLM
